Australia and New Zealand,7.323499999999999
Central and Eastern Europe,5.3706896551724155
Eastern Asia,5.624166666666667
Latin America and Caribbean,6.10175
Middle East and Northern Africa,5.386052631578948
North America,7.254
Southeastern Asia,5.338888888888889
Southern Asia,4.563285714285715
Sub-Saharan Africa,4.136421052631578
Western Europe,6.685666666666665
