Australia and New Zealand,7.298
Central and Eastern Europe,5.469448275862069
Eastern Asia,5.522142857142858
Latin America and Caribbean,5.950136363636363
Middle East and Northern Africa,5.294157894736842
North America,7.106999999999999
Southeastern Asia,5.399749999999999
Southern Asia,4.6038571428571435
Sub-Saharan Africa,4.19502564102564
Western Europe,6.763857142857143
